,Address,Location,Date of sale,Bo area (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
1276,Flintstensgatan 1,"Ytterby - Stället,          Kungälvs kommun",1 februari 2018,122,NaN,5,304 ,4 400 000 
1277,Duvesjön 304,"Duvesjön,          Kungälvs kommun",30 januari 2018,124,NaN,4,1 180 ,3 650 000 
1278,Hemvägen 9,"Diseröd,          Kungälvs kommun",30 januari 2018,137,NaN,5,438 ,3 500 000 
1279,Poppelvägen 1,"Diseröd,          Kungälvs kommun",26 januari 2018,138,NaN,6,788 ,4 500 000 
1280,Fasanstigen 5,"Skälebräcke,          Kungälvs kommun",26 januari 2018,126,NaN,5,362 ,3 495 000 
1281,Rostock 338,"Bohuslän,          Kungälvs kommun",22 januari 2018,161,NaN,6,1 083 ,5 000 000 
1282,Prejelvägen 128,"Ullstorp,          Kungälvs kommun",19 januari 2018,122,NaN,5,293 ,4 650 000 
1283,Kolonigatan 6,"Marstrand,          Kungälvs kommun",14 januari 2018,135,135+75,5,863 ,8 300 000 
1284,Signehög 210,"Romelanda,          Kungälvs kommun",12 januari 2018,142,142+28,6,945 ,3 350 000 
1285,Munkegärdegatan 339,"Munkegärde,          Kungälvs kommun",12 januari 2018,117,NaN,5,659 ,4 750 000 
1286,Nordängen 2,"Sundhammar,          Kungälvs kommun",3 januari 2018,165,165+7,6,1 936 ,6 500 000 
1287,Kristiansborg 350,"Tjuvkil,          Kungälvs kommun",2 januari 2018,121,121+65,5,1 099 ,5 500 000 
1288,Duvesjön 180,"Duvesjön,          Kungälvs kommun",22 december 2017,47,NaN,2,1 650 ,1 725 000 
1289,Råckeröd 150,"Kärna,          Kungälvs kommun",21 december 2017,60,NaN,3,2 095 ,2 195 000 
1290,Ulvesund 530,"Ytterby - Ulvesund,          Kungälvs kommun",20 december 2017,75,75+20,4,3 233 ,3 045 000 
1291,Prejelvägen 117,"Ullstorp,          Kungälvs kommun",13 december 2017,122,122+8,5,596 ,4 740 000 
1292,Krappvägen 571,"KUNGÄLV,          Kungälvs kommun",13 december 2017,148,148+10,5,382 ,6 000 000 
1293,Oskarsberg 120,"Kungälv Kareby,          Kungälvs kommun",10 december 2017,208,NaN,5,1 363 ,4 200 000 
1294,Vandilgatan 4,"Ytterby - Stället,          Kungälvs kommun",7 december 2017,197,NaN,6,885 ,5 750 000 
1295,Fasanstigen 10,"Skälebräcke,          Kungälvs kommun",6 december 2017,128,NaN,4,338 ,4 000 000 
1296,Lefstad 230,"Kärna,          Kungälvs kommun",2 december 2017,93,93+93,7,1 603 ,3 580 000 
1297,Prejelvägen 137,"Bohuslän,          Kungälvs kommun",29 november 2017,122,122+10,5,423 ,4 850 000 
1298,Plogvägen 191,"Ullstorp,          Kungälvs kommun",27 november 2017,122,122+26,5,402 ,4 800 000 
1299,Västra gatan 40,"Centralt,          Kungälvs kommun",24 november 2017,133,133+50,6,1 096 ,6 350 000 
1300,Sjöhåla 580,"Kovikshamn,          Kungälvs kommun",23 november 2017,94,94+87,5,1 068 ,3 100 000 
1301,Galeasgatan 15,"Kungälv,          Kungälvs kommun",18 november 2017,103,103+64,5,610 ,3 850 000 
1302,Västerhöjdsvägen 36,"Kärna,          Kungälvs kommun",17 november 2017,107,NaN,5,258 ,4 000 000 
1303,Gråstensvägen 19,"Kode Halltorp,          Kungälvs kommun",16 november 2017,94,NaN,5,1 197 ,3 200 000 
1304,Hägnan 135,"KAREBY,          Kungälvs kommun",16 november 2017,235,NaN,6,104 335 ,8 800 000 
1305,Rishammarvägen 17,"Kareby,          Kungälvs kommun",15 november 2017,120,120+80,6,1 142 ,4 375 000 
1306,Nygatan 14,"Marstrand - Koön,          Kungälvs kommun",10 november 2017,167,167+80,6,677 ,10 800 000 
1307,Granndalen 7,"Lycke,          Kungälvs kommun",5 november 2017,50,NaN,2,1 465 ,1 875 000 
1308,Skårby 670,"Kareby,          Kungälvs kommun",1 november 2017,143,NaN,6,4 813 ,3 000 000 
1309,Kodevägen 3,"KODE,          Kungälvs kommun",1 november 2017,150,150+50,7,2 025 ,4 300 000 
1310,Matskärsvägen 12A,"Lycke,          Kungälvs kommun",31 oktober 2017,145,NaN,6,249 ,4 500 000 
1311,Årsnäs 290,"Årsnäs,          Kungälvs kommun",31 oktober 2017,167,NaN,5,2 558 ,4 950 000 
1312,Staby 350,"Kärna,          Kungälvs kommun",27 oktober 2017,110,110+80,4,911 ,2 425 000 
1313,Vråstigen 6,"Överön / Vråkärr,          Kungälvs kommun",27 oktober 2017,100,NaN,3,1 453 ,2 475 000 
1314,Bergkristallvägen 23,"Kode,          Kungälvs kommun",26 oktober 2017,130,NaN,5,504 ,4 780 000 
1315,Östra Gatan 9,"Centrum,          Kungälvs kommun",23 oktober 2017,325,325+82,0,359 ,7 900 000 
1316,Kållen 160,"Norrmannebo,          Kungälvs kommun",21 oktober 2017,88,NaN,4,1 819 ,1 650 000 
1317,Fredkullagatan 8,"Komarken,          Kungälvs kommun",20 oktober 2017,175,175+100,6,741 ,7 160 000 
1318,Jakobsvägen 7,"Kode,          Kungälvs kommun",20 oktober 2017,188,NaN,3,1 324 ,5 475 000 
1319,Mjölnarvägen 13,"Diseröd,          Kungälvs kommun",16 oktober 2017,158,158+59,7,899 ,3 965 000 
1320,Klövergången 15,"Centrum,          Kungälvs kommun",13 oktober 2017,125,NaN,4,401 ,4 150 000 
1321,Kulperödsvägen 5A,"Gullbringa,          Kungälvs kommun",13 oktober 2017,100,100+20,5,450 ,2 495 000 
1322,Stora Ryr 130,"Lycke,          Kungälvs kommun",13 oktober 2017,80,80+20,5,2 270 ,1 600 000 
1323,Röd 140,"Kareby,          Kungälvs kommun",12 oktober 2017,122,122+11,4,2 052 ,3 400 000 
1324,Smaragdvägen 48,"Kode,          Kungälvs kommun",12 oktober 2017,133,NaN,5,368 ,3 700 000 
1325,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",10 oktober 2017,72,NaN,3,681 ,2 670 000 
1326,Åsebyberg 853,"Åseby,          Kungälvs kommun",9 oktober 2017,137,NaN,5,1 462 ,4 150 000 
1327,Toftebergsvägen 2,"Tjuvkil,          Kungälvs kommun",6 oktober 2017,84,NaN,5,1 085 ,3 700 000 
1328,Kärnavägen 4,"Kärna,          Kungälvs kommun",5 oktober 2017,110,110+90,7,860 ,4 100 000 
1329,Enekullsvägen 28,"Enekullen,          Kungälvs kommun",5 oktober 2017,125,125+18,4,789 ,4 100 000 
1330,Skårshöjd 8,"Kärna,          Kungälvs kommun",3 oktober 2017,120,120+40,5,900 ,2 700 000 
1331,Lundby 280,"Kareby 1,          Kungälvs kommun",2 oktober 2017,85,NaN,4,2 056 ,3 250 000 
1332,Rosenstensvägen 3,"Kode,          Kungälvs kommun",29 september 2017,143,NaN,6,458 ,4 000 000 
1333,Bräcke 330,"Kärna,          Kungälvs kommun",25 september 2017,86,NaN,4,1 188 ,2 800 000 
1334,Ulvesund 419,"Kungälv - Ulvesund,          Kungälvs kommun",22 september 2017,65,NaN,2,688 ,2 710 000 
1335,Bergåsvägen 23,"Ytterby,          Kungälvs kommun",21 september 2017,131,131+37,5,1 267 ,4 575 000 
1336,Vävra 710,"Hålta,          Kungälvs kommun",20 september 2017,100,100+100,5,4 794 ,3 650 000 
1337,Trätäljagatan 2,"Iskällan,          Kungälvs kommun",20 september 2017,147,147+147,9,937 ,5 875 000 
1338,Håkons gata 6,"Iskällan,          Kungälvs kommun",14 september 2017,117,NaN,4,960 ,4 950 000 
1339,Torp 340,"Kareby,          Kungälvs kommun",10 september 2017,127,127+100,6,21 023 ,4 325 000 
1340,Västra Åkerhögsvägen 17,"Kärna,          Kungälvs kommun",8 september 2017,155,155+20,6,1 824 ,4 575 000 
1341,Rävo 170,"Hålta,          Kungälvs kommun",7 september 2017,165,165+60,5,4 627 ,7 150 000 
1342,Törnrosgatan 5,"Ytterby Tornhaga,          Kungälvs kommun",7 september 2017,195,NaN,6,1 075 ,4 555 000 
1343,Snäckliden 13,"Sundhammar,          Kungälvs kommun",5 september 2017,48,48+33,4,1 590 ,2 800 000 
1344,Bergåsvägen 16e,"Kungälv - Ytterby,          Kungälvs kommun",1 september 2017,100,NaN,4,602 ,4 820 000 
1345,Sjöhåla 170,"KÄRNA,          Kungälvs kommun",31 augusti 2017,124,124+72,5,2 035 ,3 550 000 
1346,Duvesjön 308,"Romelanda,          Kungälvs kommun",30 augusti 2017,121,NaN,4,916 ,3 295 000 
1347,Hermelingatan 11,"Olseröd,          Kungälvs kommun",29 augusti 2017,126,NaN,5,548 ,5 300 000 
1348,Flädervägen 14,"Bohuslän,          Kungälvs kommun",28 augusti 2017,105,NaN,5,476 ,3 450 000 
1349,Solberga 900,"Kode,          Kungälvs kommun",24 augusti 2017,123,NaN,4,1 107 ,2 500 000 
1350,Åseby Österväg 9,"Åsebyberg,          Kungälvs kommun",24 augusti 2017,200,NaN,6,1 288 ,4 650 000 
1351,Sköldgatan 9,"YTTERBY,          Kungälvs kommun",24 augusti 2017,136,136+28,4,490 ,5 250 000 
1352,Klåverön 580,"Marstrand,          Kungälvs kommun",23 augusti 2017,90,90+30,5,21 929 ,21 000 000 
1353,Honeröd 280,"Bohuslän,          Kungälvs kommun",23 augusti 2017,120,NaN,4,10 004 ,3 750 000 
1354,Stora Risby 530,"Hålta,          Kungälvs kommun",23 augusti 2017,62,62+53,4,925 ,2 900 000 
1355,Akvamarinvägen 7,"Kode,          Kungälvs kommun",23 augusti 2017,112,NaN,5,779 ,3 130 000 
1356,Heavägen 21,"Lycke,          Kungälvs kommun",22 augusti 2017,140,140+40,5,2 355 ,3 775 000 
1357,Skårby mosse 860,"Kareby,          Kungälvs kommun",21 augusti 2017,164,NaN,6,2 621 ,3 525 000 
1358,Husfrejagatan 7,"Iskällan,          Kungälvs kommun",18 augusti 2017,124,124+151,8,984 ,7 150 000 
1359,Ljungvägen 20,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",16 augusti 2017,34,NaN,2,650 ,925 000 
1360,Staby (770),"Kärna,          Kungälvs kommun",15 augusti 2017,117,NaN,5,1 000 ,3 990 000 
1361,Bergsgatan 7,"Marstrand,          Kungälvs kommun",9 augusti 2017,265,265+67,7,729 ,10 500 000 
1362,Smugglaregatan 14,"Marstrandsön,          Kungälvs kommun",8 augusti 2017,133,133+91,6,744 ,16 000 000 
1363,Hallbjörtorp 370,"Kungälv - Kärna,          Kungälvs kommun",4 augusti 2017,30,30+30,2,1 535 ,2 425 000 
1364,Tullaregatan 5,"Marstrandsön,          Kungälvs kommun",2 augusti 2017,190,NaN,6,371 ,13 200 000 
1365,Stadsängsvägen 4,"Marstrand-Instön,          Kungälvs kommun",29 juli 2017,72,NaN,3,1 489 ,4 150 000 
1366,Länsmansvägen 8,"Ytterby,          Kungälvs kommun",25 juli 2017,124,124+124,4,1 369 ,6 250 000 
1367,Fontinvägen 20,"Kungälv - Centrum,          Kungälvs kommun",18 juli 2017,220,220+50,5,1 034 ,6 100 000 
1368,Enekullsvägen 54B,"Ytterby - Enekullen,          Kungälvs kommun",17 juli 2017,176,NaN,6,930 ,4 600 000 
1369,Olsåker 110,"Kareby,          Kungälvs kommun",17 juli 2017,139,139+60,8,16 226 ,5 200 000 
1370,Prejelvägen 102,"Ullstorp,          Kungälvs kommun",12 juli 2017,122,122+6,5,304 ,4 800 000 
1371,Ulvesund 427,"KUNGÄLV - Ulvesund,          Kungälvs kommun",11 juli 2017,100,100+10,5,939 ,3 850 000 
1372,Sävstigen 2,"Centralt,          Kungälvs kommun",11 juli 2017,121,121+1,5,534 ,3 800 000 
1373,Solberg 455,"Romelanda,          Kungälvs kommun",8 juli 2017,,NaN,Nan,Nan,2 000 000 
1374,Solberg 460,"Romelanda,          Kungälvs kommun",8 juli 2017,5,NaN,5,Nan,3 000 000 
1375,Nedre Knaverstad 280,"Aröd,          Kungälvs kommun",7 juli 2017,99,99+15,4,2 105 ,3 300 000 
1376,Oxelvägen 84,"Diseröd,          Kungälvs kommun",5 juli 2017,139,NaN,5,433 ,4 200 000 
1377,Hammarberg 840,"Kode,          Kungälvs kommun",28 juni 2017,67,NaN,3,1 893 ,1 950 000 
1378,Röd 140,"Kareby,          Kungälvs kommun",22 juni 2017,150,NaN,4,2 052 ,3 730 000 
1379,Djupuddsvägen 6,"Marstrand-Instön,          Kungälvs kommun",21 juni 2017,120,120+88,5,2 346 ,4 800 000 
1380,Jakobsvägen 25,"Aröd,          Kungälvs kommun",16 juni 2017,75,75+25,4,1 454 ,4 150 000 
1381,Ripstigen 5,"Centrum,          Kungälvs kommun",15 juni 2017,128,NaN,4,362 ,3 850 000 
1382,Klåverön 290,"Marstrand,          Kungälvs kommun",15 juni 2017,70,NaN,3,986 ,5 700 000 
1383,Häradsvägen 18,"Ytterby,          Kungälvs kommun",14 juni 2017,128,128+10,5,342 ,4 500 000 
1384,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",14 juni 2017,157,NaN,5,1 031 ,4 630 000 
1385,Hällristningsgatan 15,"YTTERBY,          Kungälvs kommun",14 juni 2017,107,107+5,5,430 ,5 185 000 
1386,Grindbacken 20,"Grinden,          Kungälvs kommun",9 juni 2017,148,148+44,7,903 ,6 075 000 
1387,Åsebyberg 925,"Kungälvs kommun,          Kungälvs kommun",8 juni 2017,177,177+57,6,2 837 ,4 750 000 
1388,Mossvägen 41,"Lökeberg,          Kungälvs kommun",8 juni 2017,46,NaN,2,1 413 ,2 160 000 
1389,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",4 juni 2017,72,NaN,3,681 ,2 750 000 
1390,Lökebergsvägen 61,"Marstrand,          Kungälvs kommun",3 juni 2017,140,140+50,6,22 000 ,12 000 000 
1391,Staby 760,"Kärna,          Kungälvs kommun",2 juni 2017,210,210+90,0,6 203 ,5 500 000 
1392,Saltskärsvägen 6,"Tjuvkil,          Kungälvs kommun",2 juni 2017,46,NaN,3,1 474 ,2 150 000 
1393,Hallebäcksvägen 31,"Aröd/Timmervik,          Kungälvs kommun",2 juni 2017,75,75+18,3,1 470 ,2 250 000 
1394,Klövergången 10,"KUNGÄLV,          Kungälvs kommun",2 juni 2017,120,120+10,4,407 ,3 700 000 
1395,Grindenvägen 27,"Grinden,          Kungälvs kommun",1 juni 2017,165,165+65,7,925 ,5 205 000 
1396,Duvesjön 465,"Romelanda-Duvesjön,          Kungälvs kommun",1 juni 2017,36,36+4,2,1 586 ,1 150 000 
1397,Enskiftegatan 10,"Ytterby,          Kungälvs kommun",31 maj 2017,179,NaN,6,768 ,4 850 000 
1398,Duvesjön 212,"Duvesjön,          Kungälvs kommun",29 maj 2017,49,NaN,2,1 442 ,1 750 000 
1399,Rishammar 250,"Kareby,          Kungälvs kommun",28 maj 2017,104,104+90,6,1 215 ,3 750 000 
1400,Dalvägen 17,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",26 maj 2017,45,45+40,5,1 036 ,2 395 000 
1401,Skrivarevägen 46,"Ytterby,          Kungälvs kommun",25 maj 2017,104,NaN,4,176 ,3 400 000 
1402,Fredkullagatan 21,"Centrum,          Kungälvs kommun",25 maj 2017,130,130+130,7,978 ,5 710 000 
1403,Årsnäs 460,"Kode,          Kungälvs kommun",25 maj 2017,40,NaN,3,2 393 ,2 450 000 
1404,Husfrejagatan 6,"Iskällan,          Kungälvs kommun",19 maj 2017,152,152+52,6,938 ,5 400 000 
1405,Matskärsvägen 70,"Tjuvkil,          Kungälvs kommun",17 maj 2017,86,NaN,4,1 138 ,3 470 000 
1406,Västerhöjdsvägen 24,"Kärna,          Kungälvs kommun",16 maj 2017,150,150+15,6,728 ,5 300 000 
1407,Plogvägen 209,"Ullstorp,          Kungälvs kommun",15 maj 2017,122,NaN,5,290 ,4 800 000 
1408,Byvägen 63,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",14 maj 2017,104,NaN,5,1 750 ,3 300 000 
1409,Myrstigen 4,"Tjuvkil/Lökeberg,          Kungälvs kommun",12 maj 2017,56,NaN,2,1 511 ,3 240 000 
1410,"Västra Trädal 205, Villa Kobbskär","Kärna Kållstorp,          Kungälvs kommun",12 maj 2017,127,NaN,5,1 236 ,4 635 000 
1411,Stora Risby 360,"Bohuslän,          Kungälvs kommun",10 maj 2017,43,NaN,3,1 264 ,1 750 000 
1412,Fregattgatan 2,"Kungälv,          Kungälvs kommun",10 maj 2017,217,217+26,7,781 ,4 650 000 
1413,Jakobsvägen 21-23,"Aröd,          Kungälvs kommun",8 maj 2017,95,95+65,5,2 963 ,4 550 000 
1414,Östergårdsgatan 63,"Ytterby,          Kungälvs kommun",5 maj 2017,150,NaN,6,1 556 ,5 700 000 
1415,Stora Lycke 330,"Kungälv - Lycke,          Kungälvs kommun",5 maj 2017,220,NaN,7,3 147 ,7 000 000 
1416,Tolleröd 115,"Kode,          Kungälvs kommun",4 maj 2017,120,120+100,7,2 130 ,4 295 000 
1417,Situlagatan 3,"YTTERBY,          Kungälvs kommun",2 maj 2017,154,154+16,6,795 ,5 600 000 
1418,Kvarndalsvägen 40,"Lökeberg,          Kungälvs kommun",1 maj 2017,56,56+36,3,1 089 ,2 650 000 
1419,Skäggstorp 180,"Kode,          Kungälvs kommun",29 april 2017,58,NaN,2,1 353 ,2 360 000 
1420,Knapegården 170,"Kode,          Kungälvs kommun",27 april 2017,62,NaN,3,1 256 ,1 840 000 
1421,Briljantvägen 21,"Kode,          Kungälvs kommun",27 april 2017,150,NaN,6,498 ,4 350 000 
1422,Bergkristallvägen 21,"Kode,          Kungälvs kommun",26 april 2017,127,127+10,6,531 ,4 250 000 
1423,Mantalsgatan 29,"Ytterby,          Kungälvs kommun",26 april 2017,193,NaN,6,882 ,5 360 000 
1424,Vallhjonsgatan 14,"Marstrand - Koön,          Kungälvs kommun",25 april 2017,172,NaN,6,630 ,8 200 000 
1425,Bergkristallvägen 3,"Kode,          Kungälvs kommun",25 april 2017,125,125+9,4,527 ,4 500 000 
1426,Tryggvasons gata 1,"Iskällan,          Kungälvs kommun",16 april 2017,135,135+40,7,785 ,6 500 000 
1427,Snäckvägen 19,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",16 april 2017,90,90+17,4,1 184 ,3 600 000 
1428,Sjöhåla 440,"Sjöhåla Torsby,          Kungälvs kommun",10 april 2017,142,NaN,4,1 243 ,4 250 000 
1429,Fontinvägen 42,"Centrum,          Kungälvs kommun",7 april 2017,118,118+7,4,440 ,4 600 000 
1430,Solberga 510,"Solberga-Kode,          Kungälvs kommun",7 april 2017,98,98+58,5,1 517 ,2 990 000 
1431,Helgonagatan 175,"Munkegärde,          Kungälvs kommun",30 mars 2017,187,NaN,7,721 ,5 150 000 
1432,Gategården 257,"Bohuslän,          Kungälvs kommun",30 mars 2017,126,NaN,5,776 ,4 700 000 
1433,Skårby Station 395,"Kungälv - Kareby,          Kungälvs kommun",24 mars 2017,173,NaN,7,1 922 ,5 095 000 
1434,"Västra Trädal 215, Villa Solbacka","Kärna Kållstorp,          Kungälvs kommun",24 mars 2017,156,NaN,8,1 234 ,4 600 000 
1435,Västerhöjdsvägen 36,"Kärna,          Kungälvs kommun",17 mars 2017,107,NaN,5,258 ,4 050 000 
1436,Stenåldersgatan 12,"Ytterby Stället,          Kungälvs kommun",16 mars 2017,104,104+7,4,357 ,4 000 000 
1437,Lievägen 224,"Ullstorp,          Kungälvs kommun",16 mars 2017,122,NaN,5,304 ,4 700 000 
1438,Hövdingagatan 4,"Centrum,          Kungälvs kommun",15 mars 2017,115,115+137,7,906 ,5 325 000 
1439,Havregången 9,"Kungälv,          Kungälvs kommun",11 mars 2017,137,NaN,6,402 ,3 700 000 
1440,Hermansby 224,"Kärna,          Kungälvs kommun",8 mars 2017,178,NaN,6,1 494 ,5 750 000 
1441,Glose 380,"Kärna,          Kungälvs kommun",7 mars 2017,138,NaN,5,1 119 ,2 900 000 
1442,Dotorp 540,"Kärna,          Kungälvs kommun",4 mars 2017,85,NaN,5,1 214 ,3 700 000 
1443,Komministergatan 10,"Kungälv - Centrum,          Kungälvs kommun",3 mars 2017,145,145+125,9,659 ,6 550 000 
1444,Vävra 800,"Hålta,          Kungälvs kommun",2 mars 2017,148,148+18,9,6 109 ,4 460 000 
1445,Arntorp 220,"Kareby,          Kungälvs kommun",2 mars 2017,138,138+24,6,2 125 ,4 200 000 
1446,Rishammar 110,"Kareby,          Kungälvs kommun",24 februari 2017,140,140+19,6,1 205 ,3 550 000 
1447,Timmervik 150,"Romelanda - Dösebacka,          Kungälvs kommun",24 februari 2017,190,NaN,6,1 345 ,3 510 000 
1448,Kållstorp 125,"Kode,          Kungälvs kommun",22 februari 2017,70,NaN,4,12 437 ,3 250 000 
1449,Munkegärdegatan 31,"Munkegärde,          Kungälvs kommun",22 februari 2017,118,NaN,4,239 ,3 870 000 
1450,Mycklaborgsgatan 5,"Kungälv - Centralt,          Kungälvs kommun",21 februari 2017,140,140+20,5,664 ,3 900 000 
1451,Högsberg 320,"Kode,          Kungälvs kommun",18 februari 2017,80,80+32,2,1 114 ,2 650 000 
1452,Hövdingagatan 1,"Centrum,          Kungälvs kommun",16 februari 2017,163,163+160,6,1 030 ,5 400 000 
1453,Häljeröd 260,"Häljeröd,          Kungälvs kommun",16 februari 2017,137,137+99,5,909 ,2 600 000 
1454,Kuskalundsvägen 33,"Vävra,          Kungälvs kommun",15 februari 2017,83,83+13,4,1 519 ,3 250 000 
1455,Toreby Mosse 600,"Kungälv - Harestad,          Kungälvs kommun",13 februari 2017,104,104+16,4,1 622 ,3 750 000 
1456,Mycklaborgsgatan 6,"Kungälv - Centralt,          Kungälvs kommun",9 februari 2017,228,NaN,7,681 ,5 120 000 
1457,Oxelvägen 12,"Romelanda,          Kungälvs kommun",9 februari 2017,109,NaN,5,289 ,3 455 000 
1458,Hällristningsgatan 6,"Ytterby,          Kungälvs kommun",8 februari 2017,103,NaN,4,258 ,3 350 000 
1459,Poppelvägen 4,"Kungälv - Romelanda,          Kungälvs kommun",8 februari 2017,155,155+34,6,800 ,4 000 000 
